study_name,study_type,study_role,suite_name,suite_run_id,run_id,timestamp_utc,manifest_hash,code_version_marker,split_id,train_split,test_split,seed,trace_seed,variant_tag,variant_label,policy,menu_k,ablation_tag,is_reference,reference_tag,reference_policy,paired_reference_policy,paired_baseline_policy,checkpoint_path,checkpoint_reused,checkpoint_source,is_behavior_non_degenerate,episodes,served_customers,travel_time,travel_cost,service_cost,failure_cost,discount_cost,charge_revenue,total_cost,net_profit,home_pickup_count,average_menu_size,avg_meeting_point_count_per_menu,home_pickup_only_share,home_pickup_only_with_feasible_meeting_point_share,home_pickup_share,avg_walk_distance,avg_pickup_time_deviation,avg_in_vehicle_time,avg_chosen_predicted_cost,avg_chosen_price,avg_menu_build_time,avg_step_time,opt_out_rate,acceptance_rate,non_home_acceptance_rate,consumer_surplus,price_at_floor_fraction,price_at_ceil_fraction,mean_net_profit_gap_vs_reference,mean_total_cost_gap_vs_reference,net_profit_win_rate_vs_reference,net_profit_gap_ci95_half_width_vs_reference,mean_net_profit_gap_vs_baseline,mean_total_cost_gap_vs_baseline,net_profit_win_rate_vs_baseline,net_profit_gap_ci95_half_width_vs_baseline,avg_fn_pruning_rate,avg_eta_mae,avg_ivt_mae,avg_displayed_eta_mae,avg_displayed_ivt_mae,exact_gap_logged_share,avg_exact_menu_value,avg_greedy_menu_value,avg_relative_optimality_gap,avg_menu_overlap_rate,avg_exact_build_time,avg_greedy_build_time,avg_exact_gap_candidate_count,split_count,split_ids,display_label
phase29_exact_greedy_gap,ablation,mechanism,,,20260514T033045Z_ed8ea0ae,,ed8ea0ae3caa972f0035818286f79b1e3830eae1,nogit-f75432c5be69,,,,,,full_display,full display,offer_all_feasible_bundles,3,,True,full_display,offer_all_feasible_bundles,offer_all_feasible_bundles,menu_optimization,,,,False,2.0,81.08333333333333,101850.0,865.725,306.045475,162.16666666666666,0.0,0.0,1333.9371416666668,-1333.9371416666668,81.08333333333333,1.0849425188974997,0.08494251889749956,0.917904448118516,0.0,1.0,0.0,983224.3196662377,707614.7585486164,237.92788273104986,-2.7051513680813173,0.008555824617997127,0.00933809984750366,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.9915057481102502,0.0,0.0,2358.1539428511633,2214.871940986486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,"rc_0_to_1,rc_1_to_0,rc_0_to_1_seed2025,rc_2_to_3,rc_3_to_2,rc_4_to_2",full display
phase29_exact_greedy_gap,ablation,mechanism,,,20260514T033045Z_ed8ea0ae,,ed8ea0ae3caa972f0035818286f79b1e3830eae1,nogit-f75432c5be69,,,,,,exact,exact assortment benchmark,menu_optimization,3,baseline,False,full_display,offer_all_feasible_bundles,offer_all_feasible_bundles,menu_optimization,,,,False,2.0,81.08333333333333,101850.0,865.725,306.045475,162.16666666666666,0.0,0.0,1333.9371416666668,-1333.9371416666668,81.08333333333333,2.0943712210187484,1.0943712210187482,0.0,0.0,1.0,0.0,983224.3196662377,707614.7585486164,237.92788273104986,-2.7118245473650435,0.05279065447342165,0.05362879639767252,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,818625.6044373742,593583.3098001821,1.0,8.003326711225757e-07,8.003326711225757e-07,0.0,1.0,0.037155007907158165,0.0031524290582827623,10.0,6,"rc_0_to_1,rc_1_to_0,rc_0_to_1_seed2025,rc_2_to_3,rc_3_to_2,rc_4_to_2",exact benchmark
phase29_exact_greedy_gap,ablation,mechanism,,,20260514T033045Z_ed8ea0ae,,ed8ea0ae3caa972f0035818286f79b1e3830eae1,nogit-f75432c5be69,,,,,,greedy,greedy forward selection,menu_optimization,3,greedy,False,full_display,offer_all_feasible_bundles,offer_all_feasible_bundles,menu_optimization,,,,False,2.0,81.08333333333333,101850.0,865.725,306.045475,162.16666666666666,0.0,0.0,1333.9371416666668,-1333.9371416666668,81.08333333333333,2.0943712210187484,1.0943712210187482,0.0,0.0,1.0,0.0,983224.3196662377,707614.7585486164,237.92788273104986,-2.7118245473650435,0.05531799352198739,0.05616844469427415,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818625.6044373742,593583.3098001821,1.0,8.003326711225757e-07,8.003326711225757e-07,0.0,1.0,0.03917095983453937,0.003317798460024819,10.0,6,"rc_0_to_1,rc_1_to_0,rc_0_to_1_seed2025,rc_2_to_3,rc_3_to_2,rc_4_to_2",greedy approximation
phase29_exact_greedy_gap,ablation,mechanism,,,20260514T033045Z_ed8ea0ae,,ed8ea0ae3caa972f0035818286f79b1e3830eae1,nogit-f75432c5be69,,,,,,auto,auto exact-small greedy-large,menu_optimization,3,auto,False,full_display,offer_all_feasible_bundles,offer_all_feasible_bundles,menu_optimization,,,,False,2.0,81.08333333333333,101850.0,865.725,306.045475,162.16666666666666,0.0,0.0,1333.9371416666668,-1333.9371416666668,81.08333333333333,2.0943712210187484,1.0943712210187482,0.0,0.0,1.0,0.0,983224.3196662377,707614.7585486164,237.92788273104986,-2.7118245473650435,0.053757391456330676,0.054600137395213556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818625.6044373742,593583.3098001821,1.0,8.003326711225757e-07,8.003326711225757e-07,0.0,1.0,0.03790342883372843,0.0032107788357791755,10.0,6,"rc_0_to_1,rc_1_to_0,rc_0_to_1_seed2025,rc_2_to_3,rc_3_to_2,rc_4_to_2",auto solver
