split_id,uptake_regime,baseline_policy,metric,adaptive_value,baseline_value,diff_adaptive_minus_baseline,direction
formal_mainline_medium_seed2,medium,mainline_random_menu,operational_cost,170493.600000,172249.800000,-1756.200000,adaptive_better
formal_mainline_medium_seed2,medium,mainline_random_menu,total_cost,172040.501845,173442.708256,-1402.206411,adaptive_better
formal_mainline_medium_seed2,medium,mainline_random_menu,acceptance_rate,0.573634,0.530834,0.042800,adaptive_better
formal_mainline_medium_seed2,medium,mainline_random_menu,served_rate,0.573634,0.530834,0.042800,adaptive_better
formal_mainline_medium_seed2,medium,mainline_random_menu,optout_rate,0.426366,0.469166,-0.042800,adaptive_better
formal_mainline_medium_seed2,medium,mainline_random_menu,home_share,0.445368,0.448609,-0.003241,baseline_better
formal_mainline_medium_seed2,medium,mainline_random_menu,meeting_point_uptake_rate,0.128266,0.082225,0.046041,adaptive_better
formal_mainline_medium_seed2,medium,mainline_random_menu,service_time_total,170493.600000,172249.800000,-1756.200000,adaptive_better
formal_mainline_medium_seed2,medium,mainline_optimized_m,net_profit,-170926.411221,-189864.000000,18937.588779,adaptive_better
formal_mainline_medium_seed2,medium,mainline_optimized_m,operational_cost,170493.600000,189864.000000,-19370.400000,adaptive_better
formal_mainline_medium_seed2,medium,mainline_optimized_m,total_cost,172040.501845,189864.000000,-17823.498155,adaptive_better
formal_mainline_medium_seed2,medium,mainline_optimized_m,acceptance_rate,0.573634,0.533561,0.040073,adaptive_better
formal_mainline_medium_seed2,medium,mainline_optimized_m,served_rate,0.573634,0.533561,0.040073,adaptive_better
formal_mainline_medium_seed2,medium,mainline_optimized_m,optout_rate,0.426366,0.466439,-0.040073,adaptive_better
formal_mainline_medium_seed2,medium,mainline_optimized_m,home_share,0.445368,0.480091,-0.034723,baseline_better
formal_mainline_medium_seed2,medium,mainline_optimized_m,meeting_point_uptake_rate,0.128266,0.053470,0.074796,adaptive_better
formal_mainline_medium_seed2,medium,mainline_optimized_m,service_time_total,170493.600000,189864.000000,-19370.400000,adaptive_better
formal_mainline_medium_seed2,medium,mainline_optimized_mw,net_profit,-170926.411221,-181515.600000,10589.188779,adaptive_better
formal_mainline_medium_seed2,medium,mainline_optimized_mw,operational_cost,170493.600000,181515.600000,-11022.000000,adaptive_better
formal_mainline_medium_seed2,medium,mainline_optimized_mw,total_cost,172040.501845,181515.600000,-9475.098155,adaptive_better
formal_mainline_medium_seed2,medium,mainline_optimized_mw,acceptance_rate,0.573634,0.528445,0.045189,adaptive_better
formal_mainline_medium_seed2,medium,mainline_optimized_mw,served_rate,0.573634,0.528445,0.045189,adaptive_better
formal_mainline_medium_seed2,medium,mainline_optimized_mw,optout_rate,0.426366,0.471555,-0.045189,adaptive_better
formal_mainline_medium_seed2,medium,mainline_optimized_mw,home_share,0.445368,0.508217,-0.062849,baseline_better
formal_mainline_medium_seed2,medium,mainline_optimized_mw,meeting_point_uptake_rate,0.128266,0.020228,0.108038,adaptive_better
formal_mainline_medium_seed2,medium,mainline_optimized_mw,service_time_total,170493.600000,181515.600000,-11022.000000,adaptive_better
formal_mainline_medium_seed2,medium,mainline_optimized_fixed_window,net_profit,-170926.411221,-170926.411221,0.000000,tie
formal_mainline_medium_seed2,medium,mainline_optimized_fixed_window,operational_cost,170493.600000,170493.600000,0.000000,tie
formal_mainline_medium_seed2,medium,mainline_optimized_fixed_window,total_cost,172040.501845,172040.501845,0.000000,tie
formal_mainline_medium_seed2,medium,mainline_optimized_fixed_window,acceptance_rate,0.573634,0.573634,0.000000,tie
formal_mainline_medium_seed2,medium,mainline_optimized_fixed_window,served_rate,0.573634,0.573634,0.000000,tie
formal_mainline_medium_seed2,medium,mainline_optimized_fixed_window,optout_rate,0.426366,0.426366,0.000000,tie
formal_mainline_medium_seed2,medium,mainline_optimized_fixed_window,home_share,0.445368,0.445368,0.000000,tie
formal_mainline_medium_seed2,medium,mainline_optimized_fixed_window,meeting_point_uptake_rate,0.128266,0.128266,0.000000,tie
formal_mainline_medium_seed2,medium,mainline_optimized_fixed_window,service_time_total,170493.600000,170493.600000,0.000000,tie
